id_student,score_MAT,level_MAT,score_LEN,level_LEN,score_ING,level_ING
59203,572.5598,3.0,636.1298,4.0,652.8123,4.0
59204,528.735,3.0,523.4398,3.0,571.066,3.0
59205,422.1613,2.0,495.5381,2.0,455.4758,2.0
59206,527.739,3.0,522.0469,3.0,546.5699,3.0
59207,531.7231,3.0,625.3101,4.0,441.2481,2.0
59208,553.6354,3.0,591.5986,3.0,571.2103,3.0
59209,422.1613,2.0,390.0149,1.0,377.6141,1.0
59210,445.0697,2.0,524.2913,3.0,329.7487,1.0
59211,571.5637,3.0,628.3299,4.0,631.0969,4.0
59212,481.9223,2.0,597.9185,3.0,420.3989,2.0
59213,439.0936,2.0,531.395,3.0,620.6899,4.0
59214,,,371.9472,1.0,471.0245,2.0
59215,560.6075,3.0,552.9818,3.0,475.1144,2.0
59216,548.6554,3.0,529.0398,3.0,455.8096,2.0
59217,489.8904,2.0,559.6253,3.0,,
59218,445.0697,2.0,492.8629,2.0,564.3517,3.0
59219,626.3446,4.0,555.8564,3.0,495.5822,2.0
59220,496.8625,2.0,641.4516,4.0,588.1752,3.0
59221,398.257,1.0,466.4053,2.0,553.4197,3.0
59222,571.5637,3.0,392.7945,1.0,,
59223,484.9104,2.0,331.7844,1.0,368.1481,1.0
59224,497.8586,2.0,459.235,2.0,551.541,3.0
59225,569.5717,3.0,648.6107,4.0,528.7473,3.0
59226,,,,,,
59227,514.7908,3.0,628.3299,4.0,624.6077,4.0
59228,495.8665,2.0,624.612,4.0,476.5994,2.0
59229,577.5399,3.0,650.8804,4.0,483.9502,2.0
59230,457.0219,2.0,424.0632,2.0,387.877,1.0
59231,579.5319,3.0,671.0607,4.0,556.4694,3.0
59232,480.9263,2.0,377.8707,1.0,417.6625,2.0
59233,632.3207,4.0,474.8642,2.0,459.853,2.0
59234,538.6952,3.0,487.5253,2.0,401.6874,2.0
59235,587.5,3.0,516.5357,3.0,625.5343,4.0
59236,610.4084,4.0,622.1212,4.0,429.0179,2.0
59237,543.6753,3.0,614.2446,4.0,570.804,3.0
59238,634.3127,4.0,486.0242,2.0,486.5878,2.0
59239,445.0697,2.0,347.2337,1.0,457.0539,2.0
59240,548.6554,3.0,528.8471,3.0,501.5992,3.0
59241,381.3247,1.0,404.6843,2.0,471.3158,2.0
59242,463.994,2.0,617.8404,4.0,568.5476,3.0
59243,428.1375,2.0,374.488,1.0,259.1697,1.0
59244,351.4442,1.0,374.1774,1.0,355.596,1.0
59245,606.4243,4.0,483.5515,2.0,482.3365,2.0
59246,519.7709,3.0,396.5985,1.0,573.4501,3.0
59247,567.5797,3.0,507.8898,3.0,541.8391,3.0
59248,412.2012,2.0,402.9536,2.0,395.9179,1.0
59249,431.1255,2.0,517.5438,3.0,504.2285,3.0
59250,445.0697,2.0,350.3593,1.0,420.6573,2.0
59251,,,644.7704,4.0,531.375,3.0
59252,667.1813,4.0,611.1282,4.0,479.4094,2.0
59253,541.6833,3.0,515.2911,3.0,436.3078,2.0
59254,373.3566,1.0,315.0682,1.0,337.1267,1.0
59255,412.2012,2.0,322.3716,1.0,431.3262,2.0
59256,509.8108,3.0,536.52,3.0,456.4341,2.0
59257,447.0618,2.0,540.7952,3.0,525.2596,3.0
59258,511.8028,3.0,463.3819,2.0,565.7676,3.0
59259,584.512,3.0,505.7304,3.0,723.7758,4.0
59260,701.0458,4.0,544.7856,3.0,691.682,4.0
59261,360.4084,1.0,433.2534,2.0,376.4781,1.0
59262,284.7112,1.0,500.5195,3.0,403.0239,2.0
59263,619.3725,4.0,628.6548,4.0,720.4778,4.0
59264,634.3127,4.0,617.907,4.0,476.8139,2.0
59265,359.4124,1.0,539.5786,3.0,420.4028,2.0
59266,623.3566,4.0,622.1212,4.0,556.2224,3.0
59267,438.0976,2.0,685.1691,4.0,360.6047,1.0
59268,563.5956,3.0,376.4817,1.0,538.3554,3.0
59269,567.5797,3.0,511.2362,3.0,521.2184,3.0
59270,441.0857,2.0,602.7762,4.0,602.8517,4.0
59271,597.4601,3.0,554.8274,3.0,449.4736,2.0
59272,624.3526,4.0,681.4214,4.0,663.5826,4.0
59273,454.0339,2.0,345.1631,1.0,301.6143,1.0
59274,628.3367,4.0,515.5547,3.0,661.9135,4.0
59275,554.6315,3.0,495.2128,2.0,547.235,3.0
59276,500.8466,3.0,317.422,1.0,561.116,3.0
59277,648.257,4.0,644.7704,4.0,550.5857,3.0
59278,399.253,1.0,528.4138,3.0,410.7335,2.0
59279,450.0498,2.0,614.4219,4.0,439.4971,2.0
59280,427.1414,2.0,537.6976,3.0,494.0095,2.0
59281,516.7829,3.0,466.7798,2.0,450.5586,2.0
59282,300.6474,1.0,417.3276,2.0,322.8228,1.0
59283,,,476.5911,2.0,508.7117,3.0
59284,434.1136,2.0,573.1894,3.0,428.7859,2.0
59285,433.1175,2.0,450.4755,2.0,454.9404,2.0
59286,492.8785,2.0,479.2933,2.0,468.8896,2.0
59287,594.4721,3.0,637.0665,4.0,507.6099,3.0
59288,625.3486,4.0,603.5923,4.0,441.7162,2.0
59289,515.7869,3.0,557.4202,3.0,640.1944,4.0
59290,446.0657,2.0,552.6849,3.0,424.0966,2.0
59291,547.6594,3.0,644.7704,4.0,582.7396,3.0
59292,560.6075,3.0,445.9824,2.0,389.0752,1.0
59293,425.1494,2.0,511.2362,3.0,427.7049,2.0
59294,485.9064,2.0,485.9536,2.0,613.7773,4.0
59295,541.6833,3.0,625.3101,4.0,559.7833,3.0
59296,,,442.1564,2.0,491.4093,2.0
59297,656.2251,4.0,619.4887,4.0,544.5088,3.0
59298,554.6315,3.0,526.3179,3.0,449.7927,2.0
59299,394.2729,1.0,524.6015,3.0,464.8324,2.0
59300,603.4363,4.0,579.2802,3.0,492.3749,2.0
59301,558.6155,3.0,582.7358,3.0,605.4575,4.0
59302,459.0139,2.0,442.0997,2.0,587.1561,3.0
59303,522.759,3.0,530.3346,3.0,442.0748,2.0
59304,256.8227,1.0,311.3619,1.0,259.1697,1.0
59305,394.2729,1.0,447.8942,2.0,522.4118,3.0
59306,462.998,2.0,457.9223,2.0,509.6487,3.0
59307,612.4004,4.0,599.4116,3.0,441.4161,2.0
59308,551.6434,3.0,378.4212,1.0,378.5241,1.0
59309,643.2769,4.0,621.2004,4.0,613.5941,4.0
59310,521.7629,3.0,526.4588,3.0,564.4382,3.0
59311,456.0259,2.0,380.5743,1.0,546.0256,3.0
59312,433.1175,2.0,492.704,2.0,470.1018,2.0
59313,428.1375,2.0,628.6981,4.0,609.689,4.0
59314,333.5159,1.0,541.5227,3.0,,
59315,312.5996,1.0,427.5938,2.0,422.1998,2.0
59316,579.5319,3.0,549.7184,3.0,455.4899,2.0
59317,520.7669,3.0,510.7603,3.0,473.8385,2.0
59318,611.4044,4.0,461.9469,2.0,677.2692,4.0
59319,432.1215,2.0,439.8588,2.0,442.9717,2.0
59320,493.8745,2.0,438.0964,2.0,461.4724,2.0
59321,372.3606,1.0,323.6959,1.0,416.4135,2.0
59322,453.0378,2.0,417.4894,2.0,436.2152,2.0
59323,619.3725,4.0,475.447,2.0,545.8953,3.0
59324,380.3287,1.0,346.1875,1.0,450.7075,2.0
59325,592.4801,3.0,652.1196,4.0,769.6484,4.0
59326,695.0697,4.0,583.9463,3.0,648.5932,4.0
59327,,,493.5191,2.0,465.8925,2.0
59328,584.512,3.0,663.4109,4.0,635.3194,4.0
59329,535.7072,3.0,455.9569,2.0,465.1149,2.0
59330,533.7151,3.0,655.62,4.0,517.3577,3.0
59331,568.5757,3.0,489.1619,2.0,498.3212,2.0
59332,422.1613,2.0,,,490.5454,2.0
59333,659.2131,4.0,501.7281,3.0,,
59334,442.0817,2.0,423.5248,2.0,504.3702,3.0
59335,381.3247,1.0,484.2735,2.0,599.4758,3.0
59336,480.9263,2.0,553.9545,3.0,434.8932,2.0
59337,584.512,3.0,671.585,4.0,503.5665,3.0
59338,420.1693,2.0,474.5011,2.0,515.3948,3.0
59339,508.8147,3.0,459.512,2.0,518.7809,3.0
59340,516.7829,3.0,435.6779,2.0,436.6068,2.0
59341,446.0657,2.0,448.1567,2.0,488.5327,2.0
59342,667.1813,4.0,441.562,2.0,509.0475,3.0
59343,565.5876,3.0,614.0079,4.0,638.024,4.0
59344,581.5239,3.0,555.2651,3.0,355.6886,1.0
59345,493.8745,2.0,548.4557,3.0,635.9001,4.0
59346,,,608.0475,4.0,553.9258,3.0
59347,489.8904,2.0,494.1627,2.0,480.6871,2.0
59348,527.739,3.0,507.2049,3.0,575.6429,3.0
59349,428.1375,2.0,409.6634,2.0,431.6342,2.0
59350,529.7311,3.0,533.8254,3.0,484.4621,2.0
59351,437.1016,2.0,524.303,3.0,527.1351,3.0
59352,567.5797,3.0,628.3299,4.0,540.1584,3.0
59353,509.8108,3.0,442.3977,2.0,419.1173,2.0
59354,641.2849,4.0,461.945,2.0,673.2585,4.0
59355,525.747,3.0,473.0122,2.0,499.1039,2.0
59356,465.9861,2.0,538.4135,3.0,562.4364,3.0
59357,519.7709,3.0,595.3376,3.0,501.0146,3.0
59358,581.5239,3.0,539.7837,3.0,398.0492,1.0
59359,271.7629,1.0,371.5919,1.0,366.6408,1.0
59360,,,429.9843,2.0,488.4757,2.0
59361,573.5558,3.0,317.3642,1.0,269.0988,1.0
59362,497.8586,2.0,470.7024,2.0,560.4087,3.0
59363,557.6195,3.0,383.337,1.0,417.2874,2.0
59364,287.6992,1.0,519.3149,3.0,419.7528,2.0
59365,508.8147,3.0,483.5262,2.0,286.3339,1.0
59366,420.1693,2.0,508.5367,3.0,602.104,4.0
59367,487.8984,2.0,431.0156,2.0,479.4312,2.0
59368,190.0896,1.0,400.685,2.0,326.9319,1.0
59369,449.0538,2.0,486.6874,2.0,446.133,2.0
59370,441.0857,2.0,418.4173,2.0,,
59371,429.1335,2.0,365.4956,1.0,471.0785,2.0
59372,505.8267,3.0,597.4496,3.0,543.615,3.0
59373,656.2251,4.0,548.9133,3.0,398.1834,1.0
59374,461.006,2.0,324.7059,1.0,431.4207,2.0
59375,536.7032,3.0,574.8849,3.0,612.5924,4.0
59376,521.7629,3.0,467.0229,2.0,427.283,2.0
59377,561.6036,3.0,464.9599,2.0,596.2251,3.0
59378,327.5398,1.0,348.038,1.0,353.7321,1.0
59379,196.0657,1.0,514.5613,3.0,426.7128,2.0
59380,586.504,3.0,529.9911,3.0,568.8315,3.0
59381,589.492,3.0,482.4626,2.0,466.6166,2.0
59382,494.8705,2.0,406.7593,2.0,387.0367,1.0
59383,487.8984,2.0,567.6555,3.0,633.4681,4.0
59384,296.6634,1.0,195.4352,1.0,333.5891,1.0
59385,450.0498,2.0,586.3922,3.0,521.5634,3.0
59386,536.7032,3.0,575.3313,3.0,472.2688,2.0
59387,567.5797,3.0,578.4218,3.0,679.1884,4.0
59388,521.7629,3.0,533.2201,3.0,588.7314,3.0
59389,616.3845,4.0,701.9846,4.0,550.3983,3.0
59390,,,442.6225,2.0,609.7474,4.0
59391,504.8307,3.0,584.5789,3.0,553.7657,3.0
59392,448.0578,2.0,331.1857,1.0,436.0159,2.0
59393,508.8147,3.0,412.9391,2.0,356.0727,1.0
59394,513.7948,3.0,522.856,3.0,490.8024,2.0
59395,470.9661,2.0,503.2028,3.0,690.3329,4.0
59396,433.1175,2.0,447.9218,2.0,479.3511,2.0
59397,525.747,3.0,592.3435,3.0,572.0612,3.0
59398,498.8546,2.0,644.0438,4.0,486.412,2.0
59399,345.4681,1.0,457.6892,2.0,393.7377,1.0
59400,479.9303,2.0,523.4271,3.0,477.3994,2.0
59401,370.3685,1.0,441.537,2.0,436.5483,2.0
59402,379.3327,1.0,436.3885,2.0,493.4563,2.0
59403,507.8187,3.0,403.062,2.0,435.4532,2.0
59404,362.4004,1.0,537.465,3.0,587.6987,3.0
59405,521.7629,3.0,411.3334,2.0,410.5249,2.0
59406,364.3924,1.0,396.9489,1.0,337.0005,1.0
59407,548.6554,3.0,608.5499,4.0,576.3416,3.0
59408,282.7191,1.0,253.3216,1.0,282.6351,1.0
59409,504.8307,3.0,621.9113,4.0,673.8112,4.0
59410,397.261,1.0,447.8407,2.0,525.3231,3.0
59411,486.9024,2.0,491.4581,2.0,598.8185,3.0
59412,764.7908,4.0,541.8259,3.0,391.9142,1.0
59413,515.7869,3.0,509.7904,3.0,503.0015,3.0
59414,453.0378,2.0,531.3038,3.0,625.2039,4.0
59415,462.002,2.0,460.9797,2.0,538.7062,3.0
59416,,,,,,
59417,528.735,3.0,532.5516,3.0,550.954,3.0
59418,382.3207,1.0,247.3307,1.0,419.2593,2.0
59419,410.2092,2.0,579.2802,3.0,591.083,3.0
59420,524.751,3.0,631.7823,4.0,490.4463,2.0
59421,515.7869,3.0,491.3222,2.0,648.5215,4.0
59422,476.9422,2.0,476.0642,2.0,555.5609,3.0
59423,543.6753,3.0,488.2004,2.0,540.1849,3.0
59424,612.4004,4.0,597.8174,3.0,533.4854,3.0
59425,426.1454,2.0,398.1554,1.0,618.3672,4.0
59426,399.253,1.0,430.8258,2.0,378.1597,1.0
59427,537.6992,3.0,503.4465,3.0,558.032,3.0
59428,619.3725,4.0,637.0665,4.0,532.0886,3.0
59429,389.2928,1.0,536.3955,3.0,460.234,2.0
59430,453.0378,2.0,525.0819,3.0,444.1614,2.0
59431,463.994,2.0,527.5609,3.0,533.7347,3.0
59432,517.7789,3.0,251.039,1.0,434.035,2.0
59433,508.8147,3.0,411.3102,2.0,364.3168,1.0
59434,490.8864,2.0,571.8321,3.0,577.2489,3.0
59435,624.3526,4.0,559.5336,3.0,561.1447,3.0
59436,508.8147,3.0,469.2182,2.0,484.4245,2.0
59437,587.5,3.0,517.6768,3.0,711.1096,4.0
59438,711.006,4.0,681.4214,4.0,713.2368,4.0
59439,355.4283,1.0,637.7712,4.0,567.4722,3.0
59440,611.4044,4.0,595.1119,3.0,494.1839,2.0
59441,518.7749,3.0,258.5793,1.0,417.8365,2.0
59442,321.5638,1.0,397.041,1.0,323.4175,1.0
59443,604.4323,4.0,546.4083,3.0,642.583,4.0
59444,525.747,3.0,527.575,3.0,546.8095,3.0
59445,528.735,3.0,469.0733,2.0,510.4196,3.0
59446,545.6674,3.0,516.9211,3.0,549.8086,3.0
59447,485.9064,2.0,457.4995,2.0,514.8354,3.0
59448,546.6633,3.0,508.5063,3.0,606.676,4.0
59449,438.0976,2.0,359.045,1.0,419.5594,2.0
59450,461.006,2.0,250.7069,1.0,397.898,1.0
59451,649.253,4.0,644.7704,4.0,592.7195,3.0
59452,428.1375,2.0,611.1282,4.0,610.8697,4.0
59453,338.496,1.0,662.4092,4.0,483.5549,2.0
59454,659.2131,4.0,705.978,4.0,531.6648,3.0
59455,586.504,3.0,534.1041,3.0,548.1038,3.0
59456,385.3088,1.0,395.0005,1.0,,
59457,465.9861,2.0,451.2281,2.0,409.4161,2.0
59458,470.9661,2.0,393.9198,1.0,432.2461,2.0
59459,407.2211,2.0,395.4007,1.0,342.6932,1.0
59460,404.2331,2.0,,,300.2365,1.0
59461,561.6036,3.0,621.2004,4.0,540.4005,3.0
59462,,,,,544.2573,3.0
59463,453.0378,2.0,484.46,2.0,473.1828,2.0
59464,556.6235,3.0,475.0858,2.0,580.7615,3.0
59465,518.7749,3.0,454.5515,2.0,329.6739,1.0
59466,565.5876,3.0,557.4594,3.0,474.5594,2.0
59467,380.3287,1.0,445.0201,2.0,508.0262,3.0
59468,470.9661,2.0,495.0752,2.0,419.3439,2.0
59469,460.0099,2.0,644.7704,4.0,671.1583,4.0
59470,559.6116,3.0,565.4406,3.0,503.965,3.0
59471,513.7948,3.0,407.8267,2.0,340.3608,1.0
59472,509.8108,3.0,519.5605,3.0,572.2386,3.0
59473,459.0139,2.0,406.2003,2.0,425.2807,2.0
59474,625.3486,4.0,680.3832,4.0,610.2441,4.0
59475,441.0857,2.0,477.2082,2.0,411.6497,2.0
59476,443.0777,2.0,561.725,3.0,672.6235,4.0
59477,473.9542,2.0,560.7122,3.0,441.3127,2.0
59478,548.6554,3.0,617.3356,4.0,601.2615,4.0
59479,531.7231,3.0,392.1662,1.0,493.5884,2.0
59480,521.7629,3.0,532.5938,3.0,562.6017,3.0
59481,409.2131,2.0,496.4398,2.0,565.9468,3.0
59482,489.8904,2.0,605.7511,4.0,654.6904,4.0
59483,554.6315,3.0,617.8404,4.0,426.0672,2.0
59484,500.8466,3.0,531.8487,3.0,457.8804,2.0
59485,373.3566,1.0,444.9343,2.0,529.9761,3.0
59486,593.4761,3.0,351.4646,1.0,514.3976,3.0
59487,578.5358,3.0,522.8738,3.0,623.3799,4.0
59488,651.245,4.0,595.9623,3.0,512.3891,3.0
59489,471.9622,2.0,406.0021,2.0,403.1563,2.0
59490,,,,,,
59491,388.2968,1.0,688.7926,4.0,,
59492,501.8426,3.0,435.284,2.0,499.8549,2.0
59493,462.998,2.0,410.23,2.0,421.9322,2.0
59494,,,,,,
59495,451.0458,2.0,523.5496,3.0,524.5938,3.0
59496,477.9382,2.0,297.8647,1.0,468.724,2.0
59497,446.0657,2.0,531.2888,3.0,529.1675,3.0
59498,409.2131,2.0,610.4659,4.0,580.8748,3.0
59499,383.3167,1.0,624.0281,4.0,591.4372,3.0
59500,569.5717,3.0,606.6805,4.0,687.6617,4.0
59501,382.3207,1.0,330.182,1.0,406.8577,2.0
59502,372.3606,1.0,408.2106,2.0,297.3414,1.0
59503,380.3287,1.0,298.8248,1.0,296.688,1.0
59504,429.1335,2.0,,,419.8168,2.0
59505,572.5598,3.0,638.5313,4.0,629.8254,4.0
59506,566.5837,3.0,563.8855,3.0,525.2928,3.0
59507,388.2968,1.0,451.0543,2.0,382.5294,1.0
59508,421.1653,2.0,609.6644,4.0,467.7672,2.0
59509,579.5319,3.0,399.0324,1.0,477.3464,2.0
59510,412.2012,2.0,554.8274,3.0,385.355,1.0
59511,464.9901,2.0,371.2863,1.0,428.0918,2.0
59512,399.253,1.0,312.742,1.0,408.776,2.0
59513,654.2331,4.0,621.9113,4.0,565.3568,3.0
59514,453.0378,2.0,477.947,2.0,400.8234,2.0
59515,423.1574,2.0,577.7891,3.0,451.5163,2.0
59516,442.0817,2.0,410.2038,2.0,353.5557,1.0
59517,586.504,3.0,330.478,1.0,318.6137,1.0
59518,356.4243,1.0,491.6216,2.0,512.0601,3.0
59519,593.4761,3.0,589.5839,3.0,677.48,4.0
59520,400.249,2.0,327.6372,1.0,323.6318,1.0
59521,399.253,1.0,596.1028,3.0,638.0714,4.0
59522,338.496,1.0,473.6052,2.0,,
59523,439.0936,2.0,495.0695,2.0,378.4797,1.0
59524,417.1813,2.0,514.1189,3.0,466.3402,2.0
59525,359.4124,1.0,588.3803,3.0,492.4869,2.0
59526,396.265,1.0,500.4271,3.0,459.8961,2.0
59527,433.1175,2.0,576.8849,3.0,483.9336,2.0
59528,450.0498,2.0,341.8021,1.0,565.8975,3.0
59529,671.1653,4.0,464.7103,2.0,612.525,4.0
59530,345.4681,1.0,419.0636,2.0,616.6457,4.0
59531,473.9542,2.0,381.8093,1.0,309.9369,1.0
59532,314.5916,1.0,556.3602,3.0,547.8613,3.0
59533,543.6753,3.0,559.3385,3.0,509.0852,3.0
59534,505.8267,3.0,427.4019,2.0,518.3248,3.0
59535,383.3167,1.0,430.1349,2.0,473.7541,2.0
59536,626.3446,4.0,511.4752,3.0,508.3653,3.0
59537,570.5677,3.0,495.7821,2.0,664.1448,4.0
59538,389.2928,1.0,411.3983,2.0,401.0844,2.0
59539,316.5837,1.0,233.7521,1.0,420.0213,2.0
59540,575.5478,3.0,,,300.2028,1.0
59541,411.2052,2.0,389.0023,1.0,505.0692,3.0
59542,622.3605,4.0,465.6314,2.0,549.697,3.0
59543,510.8068,3.0,523.0932,3.0,542.5015,3.0
59544,387.3008,1.0,489.8287,2.0,490.7006,2.0
59545,523.755,3.0,518.4907,3.0,428.3591,2.0
59546,626.3446,4.0,571.9667,3.0,611.6562,4.0
59547,560.6075,3.0,351.5779,1.0,472.2092,2.0
59548,577.5399,3.0,521.9624,3.0,541.3049,3.0
59549,483.9143,2.0,404.6268,2.0,464.8994,2.0
59550,444.0737,2.0,479.0619,2.0,456.2119,2.0
59551,371.3645,1.0,315.6876,1.0,331.7317,1.0
59552,239.8904,1.0,470.4207,2.0,542.0266,3.0
59553,,,,,,
59554,560.6075,3.0,625.3513,4.0,665.3333,4.0
59555,588.496,3.0,500.8797,3.0,576.4556,3.0
59556,626.3446,4.0,624.612,4.0,511.2054,3.0
59557,333.5159,1.0,469.8694,2.0,462.0639,2.0
59558,447.0618,2.0,475.5623,2.0,425.5042,2.0
59559,429.1335,2.0,417.4955,2.0,345.8213,1.0
59560,417.1813,2.0,341.5938,1.0,430.6033,2.0
59561,749.8506,4.0,705.978,4.0,493.8251,2.0
59562,,,,,,
59563,494.8705,2.0,509.2937,3.0,512.6326,3.0
59564,286.7032,1.0,433.9257,2.0,,
59565,450.0498,2.0,278.8957,1.0,257.2682,1.0
59566,598.4562,3.0,574.6951,3.0,560.0845,3.0
59567,609.4124,4.0,638.7123,4.0,492.8251,2.0
59568,343.4761,1.0,495.6872,2.0,429.5561,2.0
59569,535.7072,3.0,355.4298,1.0,538.7949,3.0
59570,398.257,1.0,619.4828,4.0,443.3359,2.0
59571,459.0139,2.0,414.0453,2.0,368.1535,1.0
59572,509.8108,3.0,490.8603,2.0,508.4408,3.0
59573,453.0378,2.0,575.2925,3.0,531.1388,3.0
59574,527.739,3.0,462.8026,2.0,463.8578,2.0
59575,575.5478,3.0,622.1212,4.0,608.2307,4.0
59576,652.241,4.0,506.4742,3.0,379.1012,1.0
59577,471.9622,2.0,502.6931,3.0,496.0981,2.0
59578,498.8546,2.0,275.3808,1.0,471.4749,2.0
59579,567.5797,3.0,440.0723,2.0,449.6047,2.0
59580,566.5837,3.0,481.649,2.0,468.5645,2.0
59581,419.1733,2.0,387.9075,1.0,534.3442,3.0
59582,592.4801,3.0,608.5499,4.0,685.2238,4.0
59583,589.492,3.0,472.3849,2.0,570.3032,3.0
59584,494.8705,2.0,688.7926,4.0,584.397,3.0
59585,509.8108,3.0,473.145,2.0,613.8101,4.0
59586,522.759,3.0,580.8721,3.0,494.2749,2.0
59587,563.5956,3.0,628.3299,4.0,538.9985,3.0
59588,475.9462,2.0,424.7752,2.0,415.6766,2.0
59589,556.6235,3.0,522.9213,3.0,505.0435,3.0
59590,597.4601,3.0,320.0872,1.0,407.4727,2.0
59591,351.4442,1.0,343.1972,1.0,413.5782,2.0
59592,446.0657,2.0,611.1436,4.0,613.4432,4.0
59593,450.0498,2.0,418.474,2.0,373.8579,1.0
59594,406.2251,2.0,413.9065,2.0,423.7101,2.0
59595,515.7869,3.0,459.0535,2.0,400.0257,2.0
59596,381.3247,1.0,462.0086,2.0,475.7083,2.0
59597,397.261,1.0,568.674,3.0,500.3781,3.0
59598,515.7869,3.0,504.9511,3.0,453.9713,2.0
59599,549.6514,3.0,622.1212,4.0,468.219,2.0
59600,390.2888,1.0,466.6825,2.0,476.4255,2.0
59601,315.5876,1.0,626.6395,4.0,641.5793,4.0
59602,541.6833,3.0,614.1539,4.0,449.6044,2.0
59603,544.6713,3.0,592.979,3.0,685.169,4.0
59604,433.1175,2.0,396.5986,1.0,359.8907,1.0
59605,610.4084,4.0,526.42,3.0,601.2919,4.0
59606,588.496,3.0,572.8904,3.0,603.1741,4.0
59607,643.2769,4.0,609.5086,4.0,477.6997,2.0
59608,529.7311,3.0,666.8583,4.0,487.2079,2.0
59609,494.8705,2.0,434.7599,2.0,346.9461,1.0
59610,366.3845,1.0,254.7635,1.0,586.683,3.0
59611,473.9542,2.0,507.1878,3.0,491.3162,2.0
59612,412.2012,2.0,454.1993,2.0,398.5493,1.0
59613,589.492,3.0,289.5444,1.0,340.5335,1.0
59614,462.002,2.0,664.0889,4.0,702.2661,4.0
59615,420.1693,2.0,324.826,1.0,334.6905,1.0
59616,352.4402,1.0,624.9223,4.0,404.5243,2.0
59617,,,,,,
59618,453.0378,2.0,572.2427,3.0,440.1534,2.0
59619,531.7231,3.0,557.889,3.0,547.0988,3.0
59620,463.994,2.0,650.3572,4.0,455.6447,2.0
59621,435.1096,2.0,452.1388,2.0,402.5435,2.0
59622,436.1056,2.0,383.4086,1.0,359.0838,1.0
59623,459.0139,2.0,632.1555,4.0,601.3594,4.0
59624,558.6155,3.0,478.3028,2.0,493.0257,2.0
59625,477.9382,2.0,552.8597,3.0,474.6304,2.0
59626,,,470.8784,2.0,432.8043,2.0
59627,655.2291,4.0,541.1241,3.0,473.6272,2.0
59628,383.3167,1.0,393.0651,1.0,533.7833,3.0
59629,601.4442,4.0,411.4104,2.0,474.7979,2.0
59630,479.9303,2.0,462.0736,2.0,482.4094,2.0
59631,529.7311,3.0,681.4214,4.0,711.6377,4.0
59632,599.4522,3.0,453.4365,2.0,497.6768,2.0
59633,541.6833,3.0,589.4677,3.0,547.6284,3.0
59634,649.253,4.0,692.9871,4.0,679.0703,4.0
59635,556.6235,3.0,451.96,2.0,381.5559,1.0
59636,693.0777,4.0,570.7128,3.0,712.1832,4.0
59637,461.006,2.0,428.7679,2.0,442.2459,2.0
59638,249.8506,1.0,293.114,1.0,425.1495,2.0
59639,453.0378,2.0,406.717,2.0,467.3243,2.0
59640,525.747,3.0,442.1572,2.0,386.8942,1.0
59641,450.0498,2.0,468.2231,2.0,434.0381,2.0
59642,698.0577,4.0,641.4516,4.0,613.2794,4.0
59643,629.3326,4.0,680.3832,4.0,472.6289,2.0
59644,534.7112,3.0,520.8959,3.0,397.5365,1.0
59645,446.0657,2.0,413.693,2.0,524.4922,3.0
59646,338.496,1.0,430.4304,2.0,355.4463,1.0
59647,456.0259,2.0,383.8806,1.0,360.0954,1.0
59648,551.6434,3.0,397.8411,1.0,542.3094,3.0
59649,404.2331,2.0,301.36,1.0,433.9103,2.0
59650,539.6912,3.0,441.685,2.0,491.8224,2.0
59651,641.2849,4.0,535.3171,3.0,385.9656,1.0
59652,459.0139,2.0,509.4901,3.0,380.6542,1.0
59653,479.9303,2.0,528.1113,3.0,509.8144,3.0
59654,452.0418,2.0,545.0679,3.0,634.6437,4.0
59655,435.1096,2.0,489.8294,2.0,461.0998,2.0
59656,,,320.4616,1.0,,
59657,622.3605,4.0,638.7062,4.0,636.5537,4.0
59658,555.6275,3.0,577.6262,3.0,597.3038,3.0
59659,429.1335,2.0,701.9846,4.0,680.8257,4.0
59660,650.249,4.0,529.4123,3.0,531.0518,3.0
59661,397.261,1.0,362.1007,1.0,357.2942,1.0
59662,623.3566,4.0,551.2252,3.0,609.1098,4.0
59663,709.0139,4.0,557.4224,3.0,612.7668,4.0
59664,479.9303,2.0,589.0013,3.0,550.4012,3.0
59665,323.5558,1.0,575.3313,3.0,568.7963,3.0
59666,444.0737,2.0,479.6587,2.0,435.9989,2.0
59667,473.9542,2.0,551.1258,3.0,563.4597,3.0
59668,461.006,2.0,413.0147,2.0,649.2446,4.0
59669,656.2251,4.0,603.4857,4.0,390.9622,1.0
59670,537.6992,3.0,462.2945,2.0,543.2847,3.0
59671,409.2131,2.0,308.7614,1.0,346.1274,1.0
59672,527.739,3.0,595.967,3.0,592.6445,3.0
59673,499.8506,2.0,555.2651,3.0,519.4254,3.0
59674,365.3885,1.0,521.4775,3.0,499.4022,2.0
59675,638.2968,4.0,553.459,3.0,558.0466,3.0
59676,502.8387,3.0,415.6786,2.0,385.7058,1.0
59677,600.4482,4.0,442.8636,2.0,477.7601,2.0
59678,632.3207,4.0,631.6956,4.0,487.3455,2.0
59679,492.8785,2.0,552.6849,3.0,691.7358,4.0
59680,588.496,3.0,519.2153,3.0,496.6008,2.0
59681,357.4203,1.0,654.8553,4.0,415.5732,2.0
59682,602.4402,4.0,624.612,4.0,647.0522,4.0
59683,374.3526,1.0,509.6733,3.0,562.3394,3.0
