f24b;Family questionnaire;Categorical;39%;37%;52%;42%;18%;26%;28%;21%;49%;21%;Yes;Yes;No;Father occupation
mother_occupation;Family questionnaire;Categorical;34%;32%;52%;42%;15%;19%;20%;20%;45%;20%;Yes;Yes;Yes;Transformation of f24a. Mother occupation
father_occupation;Family questionnaire;Categorical;39%;37%;52%;42%;18%;26%;28%;21%;49%;21%;Yes;Yes;Yes;Transformation of f24b. Father occupation
f30;Family questionnaire;Continuous;100%;100%;52%;42%;100%;11%;11%;100%;39%;100%;No;No;No;Total number of children in the household
f31;Family questionnaire;Categorical;100%;100%;52%;42%;100%;11%;12%;100%;40%;100%;No;No;No;Type of family unit
single_parent_household;Family questionnaire;Categorical;100%;100%;52%;42%;100%;11%;12%;100%;40%;100%;No;Yes;Yes;Transformation of f31. Single parent household
f33a;Family questionnaire;Categorical;100%;100%;52%;42%;100%;23%;25%;100%;49%;100%;No;No;No;Household income. Income from work (self-employed or wage employment)
f33b;Family questionnaire;Categorical;100%;100%;52%;42%;100%;91%;91%;100%;93%;100%;No;No;No;Household income. Unemployment benefits and subsidies
f33c;Family questionnaire;Categorical;100%;100%;52%;42%;100%;95%;94%;100%;96%;100%;No;No;No;non
f33d;Family questionnaire;Categorical;100%;100%;52%;42%;100%;95%;96%;100%;97%;100%;No;No;No;Household income. Public economic benefits for dependent children or other economic benefits such as family aid, Canary Islands Insertion Benefit (PCI), related to housing or education
f33e;Family questionnaire;Categorical;100%;100%;52%;42%;100%;94%;93%;100%;96%;100%;No;No;No;Household Income. Child support from divorce, or help from other relatives
f33f;Family questionnaire;Categorical;100%;100%;52%;42%;100%;98%;98%;100%;99%;100%;No;No;No;Household income. Other regular income / Other subsidy or regular social benefit
f33g;Family questionnaire;Categorical;100%;100%;52%;42%;100%;99%;99%;100%;100%;100%;No;No;No;Household income. No income, no household member provides income
f33h;Family questionnaire;Categorical;100%;100%;52%;42%;100%;97%;98%;100%;98%;100%;No;No;No;Household income. No answer/don't know 
f34;Family questionnaire;Categorical;100%;100%;52%;42%;100%;11%;13%;100%;40%;100%;Yes;Yes;No;Monthly household income
household_income_q;Family questionnaire;Categorical;100%;100%;58%;50%;100%;23%;24%;100%;48%;100%;Yes;Yes;Yes;Tranformation of f34. Monthly household income (quartiles)
nhousehold;Family questionnaire;Continuous;100%;100%;7%;8%;6%;100%;100%;6%;100%;6%;No;No;No;Number of people in household
ESCS;Family questionnaire;Continuous;32%;29%;52%;42%;8%;11%;11%;8%;41%;9%;Yes;Yes;Yes;Economic, Social and Cultural Status index
p2;Teacher questionnaire;Categorical;34%;37%;100%;100%;100%;7%;9%;100%;22%;100%;No;No;No;Sex
p2n;Teacher questionnaire;Continuous;36%;38%;7%;10%;100%;8%;9%;100%;22%;100%;No;No;No;Age
p3n;Teacher questionnaire;Continuous;34%;37%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Years as a teacher
p4n;Teacher questionnaire;Continuous;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Year in the school
p5;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Have you teach in the same group the past two years?
p6n;Teacher questionnaire;Continuous;34%;37%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Number of students in your class group
p7an;Teacher questionnaire;Continuous;63%;61%;15%;23%;100%;12%;16%;100%;26%;100%;No;No;No;Number of students in your class group with: NEE
p7bn;Teacher questionnaire;Continuous;66%;67%;24%;26%;100%;13%;17%;100%;27%;100%;No;No;No;Number of students in your class group with: TDAH
p7cn;Teacher questionnaire;Continuous;78%;81%;33%;41%;100%;12%;16%;100%;27%;100%;No;No;No;Number of students in your class group with: DEA
p7dn;Teacher questionnaire;Continuous;78%;72%;31%;37%;100%;13%;16%;100%;26%;100%;No;No;No;Number of students in your class group with: ECOPHE
p7en;Teacher questionnaire;Continuous;75%;80%;33%;42%;100%;13%;17%;100%;27%;100%;No;No;No;Number of students in your class group with: ALCAIN
p7fn;Teacher questionnaire;Continuous;63%;71%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Number of students in your class group with: Disadvantaged economic situation
p7gn;Teacher questionnaire;Continuous;100%;100%;34%;45%;100%;13%;17%;100%;27%;100%;No;No;No;Number of students in your class group with: INTARSE
p8an;Teacher questionnaire;Continuous;52%;55%;7%;10%;100%;7%;10%;100%;23%;100%;No;No;No;Number of students in your class group: born in another country with a language other than Spanish
p8bn;Teacher questionnaire;Continuous;52%;53%;7%;10%;100%;8%;10%;100%;23%;100%;No;No;No;Number of students in your class group: born in another country with a language equal to Spanish
p9a;Teacher questionnaire;Categorical;37%;47%;7%;10%;100%;17%;23%;100%;35%;100%;No;No;No;Subject you teach in your class group: Language
p9b;Teacher questionnaire;Categorical;40%;53%;7%;10%;100%;21%;33%;100%;45%;100%;No;No;No;Subject you teach in your class group: Mathematics
p9c;Teacher questionnaire;Categorical;57%;56%;7%;10%;100%;24%;36%;100%;49%;100%;No;No;No;Subject you teach in your class group: Social sciences
p9d;Teacher questionnaire;Categorical;91%;89%;7%;10%;100%;79%;82%;100%;87%;100%;No;No;No;Subject you teach in your class group: English
p9e;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;27%;36%;100%;48%;100%;No;No;No;Subject you teach in your class group: Natural sciences
p9f;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;17%;30%;100%;40%;100%;No;No;No;Subject you teach in your class group: Other
p10n;Teacher questionnaire;Continuous;35%;38%;7%;10%;100%;8%;9%;100%;22%;100%;No;No;No;Teaching hours per week in class group
p11;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Average time class for explanations
p12a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Degree of agreement about your class group: Has a good attitude
p12b;Teacher questionnaire;Categorical;35%;39%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Degree of agreement about your class group: Comply with the standards/rules/norms
p12c;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Degree of agreement about your class group: Participate actively
p12d;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Degree of agreement about your class group: Has interest in the class
p13;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;9%;100%;22%;100%;No;No;No;Degree of agreement: Satisfied with the academic results of my students
p13b;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;22%;100%;No;No;No;Degree of agreement: My students have obtained the results that I expected
p13c;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;Degree of agreement: My students can improve their academic results
p15a;Teacher questionnaire;Categorical;69%;66%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Competences and didactic programming
p15b;Teacher questionnaire;Categorical;87%;87%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Attention to diversity
p15c;Teacher questionnaire;Categorical;91%;92%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Participatory culture
p15d;Teacher questionnaire;Categorical;68%;69%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: TICs
p15e;Teacher questionnaire;Categorical;95%;95%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Speaking another language
p15f;Teacher questionnaire;Categorical;77%;77%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: School environment
p15g;Teacher questionnaire;Categorical;85%;85%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Other
p15h;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the PFC: Didactic methodology
p15i;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Main topic of the CBP: Evaluation
p16a;Teacher questionnaire;Categorical;42%;43%;24%;25%;100%;25%;19%;100%;32%;100%;No;No;No;Incidence of the PFC in: Organization of the school
p16b;Teacher questionnaire;Categorical;41%;43%;24%;25%;100%;22%;17%;100%;31%;100%;No;No;No;Incidence of the PFC in: Classroom management
p16c;Teacher questionnaire;Categorical;41%;43%;24%;25%;100%;21%;16%;100%;31%;100%;No;No;No;Incidence of the PFC in: Collaborative work
p16d;Teacher questionnaire;Categorical;41%;44%;24%;25%;100%;23%;18%;100%;32%;100%;No;No;No;Incidence of the PFC in: Evaluation
p16e;Teacher questionnaire;Categorical;41%;43%;24%;25%;100%;24%;20%;100%;32%;100%;No;No;No;Incidence of the PFC in: School environment
p16f;Teacher questionnaire;Categorical;44%;45%;24%;25%;100%;25%;20%;100%;34%;100%;No;No;No;Incidence of the PFC in: Pedagogical leadership
p16g;Teacher questionnaire;Categorical;41%;43%;24%;25%;100%;22%;19%;100%;32%;100%;No;No;No;Incidence of the PFC in: Use of TICs
p16h;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;23%;17%;100%;32%;100%;No;No;No;Incidence of the PFC in: Methodological changes
p18a;Teacher questionnaire;Categorical;57%;57%;7%;10%;100%;39%;45%;100%;62%;100%;No;No;No;Individual training topic: Competences and didactic programming
p18b;Teacher questionnaire;Categorical;77%;79%;7%;10%;100%;60%;67%;100%;71%;100%;No;No;No;Individual training topic: Attention to diversity
p18c;Teacher questionnaire;Categorical;86%;84%;7%;10%;100%;90%;90%;100%;90%;100%;No;No;No;Individual training topic: Participatory culture
p18d;Teacher questionnaire;Categorical;58%;57%;7%;10%;100%;39%;53%;100%;56%;100%;No;No;No;Individual training topic: TICs
p18e;Teacher questionnaire;Categorical;88%;85%;7%;10%;100%;80%;80%;100%;83%;100%;No;No;No;Individual training topic: Speaking another language
p18f;Teacher questionnaire;Categorical;74%;75%;7%;10%;100%;62%;73%;100%;74%;100%;No;No;No;Individual training topic: School environment
p18g;Teacher questionnaire;Categorical;85%;87%;7%;10%;100%;61%;60%;100%;66%;100%;No;No;No;Individual training topic: Other
p18h;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;34%;38%;100%;52%;100%;No;No;No;Individual training topic: Didactic methodology
p18i;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;63%;70%;100%;75%;100%;No;No;No;Individual training topic: Evaluation
p19;Teacher questionnaire;Categorical;41%;41%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Degree of agreement: The training offer of the Administration responds to the needs of the teaching staff
p20;Teacher questionnaire;Categorical;41%;41%;7%;10%;100%;9%;10%;100%;25%;100%;No;No;No;Incidence of training in your teaching practice
p21a;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Suggest activities
p21b;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Take notes and/or make summaries
p21c;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Do the proposed activities
p21d;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Listen to the explanations
p21e;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Ask what they don't understand
p21f;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In class, your students: Work individually
p22a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I do team activities
p22b;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I propose topics to research and debate
p22c;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I promote public presentation of works
p22d;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I take into account self-evaluations
p22e;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I adapt the tasks to the reality of the student
p22f;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I promote student interactions
p22g;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Methodologically, in the classroom: I ask while I explain
p23a;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: textbook
p23b;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: library books
p23c;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: newspapers or magazines
p23d;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: computers or tablets
p23e;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: videos, images
p23f;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: school agenda
p23g;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: material prepared by teachers
p23h;Teacher questionnaire;Categorical;34%;37%;100%;100%;100%;7%;9%;100%;22%;100%;No;No;No;Resources used in class: digital whiteboard
p23i;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Resources used in class: material prepared by me
p24a;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I ask questions before starting a topic
p24b;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I do tests after each topic
p24c;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I do quarterly written tests
p24d;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I correct homework and notebooks
p24e;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I review activities in class
p24f;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I do oral exams
p24g;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I take into account  self-evaluations
p24h;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I value interest and participation
p24i;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I value the behavior
p24j;Teacher questionnaire;Categorical;36%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I take into account peer evaluation
p24k;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Evaluation: I use evaluation rubrics
p25;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;How are the students normally seated in your class?
p26;Teacher questionnaire;Categorical;34%;37%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;How do you usually solve behavior problems in class?
p26a;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;10%;100%;23%;100%;No;No;No;Degree of agreement: How do you solve behavior problems in class?: Students are sent to the principal
p26b;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;10%;100%;23%;100%;No;No;No;Degree of agreement: How do you solve behavior problems in class?: Students are sent to the management team
p26c;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree of agreement: How do you solve behavior problems in class?: It is solved in the class, with the help of the rest of classmates
p26d;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;10%;100%;22%;100%;No;No;No;Degree of agreement: How do you solve behavior problems in class?: It is solved in the class, individually
p27a;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Lack of materials
p27b;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Lack of computers
p27c;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Poor internet connection
p27d;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;Degree to which your teaching work is hampered by: Insufficient computer software
p27e;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Lack of audiovisual materials
p27f;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Lack of library resources
p27g;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Lack of support staff
p27h;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree to which your teaching work is hampered by: Administrative bureaucracy
p28n;Teacher questionnaire;Continuous;37%;40%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Number of collective meetings with families during the academic year
p29a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In meetings with families, they show interest in: Knowing scores
p29b;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In meetings with families, they show interest in: Finding out about difficulties in the learning process
p29c;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In meetings with families, they show interest in: Their children behavior
p29d;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;In meetings with families, they show interest in: Classmates behavior
p29e;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;22%;100%;No;No;No;In meetings with families, they show interest in: Assesment on the teaching-learning process methodology
p30a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree of agreement: Families provide their children with the materials they need
p30b;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree of agreement: Families control that their children do their homework
p30c;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;7%;9%;100%;23%;100%;No;No;No;Degree of agreement: Families worry about their children class attendance
p31d;Teacher questionnaire;Categorical;34%;37%;100%;100%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between teachers and families
p32a;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: The school works correctly
p32b;Teacher questionnaire;Categorical;36%;39%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: It is a school of reference
p32c;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: I would recommend this school
p32d;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;100%;100%;100%;100%;100%;No;Yes;No;Degree of agreement: I would like to continue in this school
p32e;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: There is a good work environment in the school
p34a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;10%;100%;23%;100%;No;No;No;The management of the school: Promotes relationships between teachers, students and families
p34b;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Takes into account the opinions of teachers
p34c;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Promotes innovative ideas
p34d;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Creates a sense of identity
p34e;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Promotes teamwork
p34f;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Enhance teaching capacities
p34g;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;The management of the school: Encourages the Training School Plan (PFC)
p41a;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: Advantages of the teaching profession outweigh disadvantages
p41b;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: I would choose the teaching profession again
p41c;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: I would like to change to another school
p41d;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;Yes;No;Degree of agreement: I regret dedicating to teaching
p41e;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;Yes;No;Degree of agreement: I enjoy working in this school
p41f;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;Yes;No;Degree of agreement: It is better to choose another profession
p41g;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: I would recommend this school
p41h;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: The teaching profession is highly valued by society
p41i;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;Yes;No;Degree of agreement: I am satisfied with my work at the school
p41j;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;Yes;No;Degree of agreement: I am satisfied with my job
p141;Teacher questionnaire;Categorical;34%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;Does the center have a Training School Plan (PFC) in which you participate?
p171n;Teacher questionnaire;Continuous;40%;41%;7%;10%;100%;8%;10%;100%;24%;100%;No;No;No;Hours of individual training carried out in the last 6 years
p172n;Teacher questionnaire;Continuous;100%;100%;15%;17%;100%;8%;11%;100%;24%;100%;No;No;No;Of the hours of individual training, how many have been through the CEU offer?
p299d;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;7%;9%;100%;22%;100%;No;No;No;In meetings with families, they show interest in: Discussing their child's relationship with other classmates
p311a;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between the students
p311b;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships like: Between teachers
p311c;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between teachers and students
p311e;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between the management team and the families
p311f;Teacher questionnaire;Categorical;35%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between the management team and the teaching staff
p311g;Teacher questionnaire;Categorical;34%;37%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between the management team and the students
p311h;Teacher questionnaire;Categorical;35%;38%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;How are the relationships: Between the members of the management team
p331a;Teacher questionnaire;Categorical;35%;37%;54%;64%;100%;10%;9%;100%;25%;100%;No;No;No;Assessment of the work of: Director/Principal
p331b;Teacher questionnaire;Categorical;51%;54%;43%;47%;100%;33%;33%;100%;49%;100%;No;No;No;Assessment of the work of: Vice-director/Vice-principal
p331c;Teacher questionnaire;Categorical;36%;40%;54%;60%;100%;11%;14%;100%;27%;100%;No;No;No;Assessment of the work of: Head of studies
p331d;Teacher questionnaire;Categorical;36%;40%;53%;63%;100%;12%;11%;100%;26%;100%;No;No;No;Assessment of the work of: Secretary
p331e;Teacher questionnaire;Categorical;36%;38%;46%;56%;100%;10%;9%;100%;25%;100%;No;No;No;Assessment of the work of: Counselor
p331f;Teacher questionnaire;Categorical;39%;40%;32%;34%;100%;36%;33%;100%;41%;100%;No;No;No;Assessment of the work of: Inspector
p331g;Teacher questionnaire;Categorical;100%;100%;7%;10%;100%;8%;9%;100%;23%;100%;No;No;No;Evaluation of the work of: Adviser of the Teachers' Center
p331j;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;8%;9%;100%;23%;100%;No;No;No;Evaluation of the work of: Support teacher of NEAE
pfc;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;8%;9%;100%;23%;100%;No;No;No;Main topic of the Training School Plan (PFC)
rep;Teacher questionnaire;Categorical;100%;100%;100%;100%;100%;7%;9%;100%;22%;100%;No;No;No;Teacher of the same class group last year
;;;;;;;;;;;;;;;;
;;;;;;;. ;;;;;;;;;
;;;;;;;. ;;;;;;;;;
